Id,AcceptedAnswerId,Title,Text,AnswerAccepted,Tags
"47719113","47719400","React - passing refs as a prop","<!-- What are you trying to accomplish? (Please include sample data.) -->

I am trying to manage a checkbox with react. The following code words well enough, but I want to refactor out the code in the render method so that it uses a Component. I want to pass the the ref to that component, but I cant figgure out how to do it.

<!-- Paste the part of the code that shows the problem. (Please indent 4 spaces.) -->

    export default class AreRefsAwesomeCheckbox extends Component {
        constructor(props) {
            super(props);
            this.handleInputChange = this.handleInputChange.bind(this);
        }

        handleInputChange() {
            let data = {
                isFeatured: this.refs.check_me.checked
            };
            postJSON('/some/url', data);
        }


        componentDidMount() {
            const data = getJSON('/some/url');
            data.then(object => {
                    this.refs.check_me.checked = object.will_i_have_a_nice_checkbox;
                }
            )
        }

        render() {
            return (
                <div>
                    <label>
                        <input ref=""check_me"" type=""checkbox"" 
                               onChange={this.handleInputChange}/>
                        <div>Are refs good?</div>
                    </label>

                </div>
            );
        }
    }

I was thinking about some thing like this 

    const Checkbox = ({myRef, changeInput, checkboxText}) => {
        return (
            <label>
                <input type=""checkbox"" ref={myRef} onChange={(event) => changeInput(event)}/>
                <div> {checkboxText} </div>
            </label>)
    };

And then putting this snippet in the render method

    <Checkbox myRef=""check_me"" changeInput={this.handleInputChange} checkboxText=""Are refs good?""/>

This obviously doesnt work. How do I do this? 
<!-- What do you expect the result to be? -->

<!-- What is the actual result you get? (Please include any errors.) -->
","Pass a callback ref into the `Component`, like that:

    <Checkbox myRef={ref => (this.checkbox = ref)} />

Oh, and by the way, please always use callback refs. [Read more here][1].

One more idea to consider for you: Move the `checked` value of the `checkbox` fully into the state of the `AreRefsAwesomeCheckbox` component and use [a fully controlled component][2]. That's always better than a `ref` with bigger predictability and less surprises.

Full code:

    const Checkbox = ({myRef, changeInput, checkboxText}) => {
      return (
        <label>
          <input
            type=""checkbox""
            ref={myRef}
            onChange={event => changeInput(event)}
          />
          <div> {checkboxText} </div>
        </label>
      )
    }

    export default class AreRefsAwesomeCheckbox extends Component {
      constructor(props) {
        super(props)
        this.handleInputChange = this.handleInputChange.bind(this)
      }

      handleInputChange() {
        let data = {
          isFeatured: this.refs.check_me.checked,
        }

        postJSON('/some/url', data)
      }

      componentDidMount() {
        const data = getJSON('/some/url')
        data.then(object => {
          // this.checkbox is the reference to the checkbox element you need
          this.checkbox.checked = object.will_i_have_a_nice_checkbox
        })
      }

      render() {
        return (
          <div>
            <label>
              <Checkbox myRef={ref => (this.checkbox = ref)} />

              <div>Are refs good?</div>
            </label>
          </div>
        )
      }
    }


  [1]: https://reactjs.org/docs/refs-and-the-dom.html#adding-a-ref-to-a-dom-element
  [2]: https://reactjs.org/docs/forms.html#controlled-components","<reactjs>"
"47720473","47721004","import angular JSON object","I have an angular 1.x controller with the following object:

    notificationTypes: [ { NotificationType: '*', NotificationTitle: 'All notifications' },
                         { NotificationType: '0', NotificationLabel: 'System Alert', NotificationTitle: 'System alerts' },
                         { NotificationType: '1', NotificationLabel: 'Pending Task', NotificationTitle: 'Pending tasks' },
                         { NotificationType: '2', NotificationLabel: 'Update', NotificationTitle: 'Updates' },
                         { NotificationType: '3', NotificationLabel: 'Missed Message', NotificationTitle: 'Missed messages' }
                        ],

It is used to populate a few lists on a single page.  However, I am now in a situation where I need to reuse it on other pages.  I could just copy it over to the appropriate pages, but I'd rather refactor it so both controllers work from the same list for better maintainability.  I've been trying to declare it on the 'MainApp' module as a constant, factory, and/or directive without success.  What am I missing?","Use a factory to solve this problem. Data can persist in factories and services when changing pages. 

    angular.module('App', [...])

    .factory('NotificationFactory', function () {
        var notificationTypes: [ { NotificationType: '*', NotificationTitle: 'All notifications' },
                     { NotificationType: '0', NotificationLabel: 'System Alert', NotificationTitle: 'System alerts' },
                     { NotificationType: '1', NotificationLabel: 'Pending Task', NotificationTitle: 'Pending tasks' },
                     { NotificationType: '2', NotificationLabel: 'Update', NotificationTitle: 'Updates' },
                     { NotificationType: '3', NotificationLabel: 'Missed Message', NotificationTitle: 'Missed messages' }
                    ];

        return notificationTypes;
    })","<javascript><angularjs><json>"
"47734468","47734718","How to resolve this github/heroku conflict","I have an app on Heroku that I have had for a couple of years, but now I need to refactor some code and update some gems.

When I first started the app I was on a totally different machine. So I had to clone the github repo for that app.

Now I want to push the first changes but I get this error:

    set git remote heroku to https://git.heroku.com/alfa-blog.git

I thought it was asking me to do something like this:

    git remote add heroku https://git.heroku.com/alfa-blog.git

But I get this error:

    fatal: remote heroku already exists.

How do I resolve this? If there is anything unclear, please let me know so I may clarify.","You don't need to remove or rename anything, just ```set-url``` to the repo you are currently working in, like this:

    git remote set-url origin https://github.com/<github-page>Alpha_Blog.git

Then you should be able to push your new changes to your existing app on Heroku.

","<ruby-on-rails><git><heroku>"
"47751070","47752676","Android use unique onDestroy for all activities","I have an app with several activities and the action to perform on destruction is actually the same, no matter what the Activity is at that moment (deleting some data and performing a HTTP call).  
Is there a way to have all activities share the `onDestroy` method?

Another solution would be to factorize a method in some other static class and have each Activity invoke it during destruction, but a trait-like behaviour would be actually nicer.","From you description, I understood that you want a common onDestroy() method which will be call by all the activities when calling onDestroy().

Here is the code:

    package com.demo.application;
    
    import android.app.Activity;
    import android.app.Application;
    import android.content.pm.ActivityInfo;
    import android.os.Bundle;
    
    public class AppGlobal extends Application {
    
    
        @Override
        public void onCreate() {
            super.onCreate();
    
            // register to be informed of activities starting up
            registerActivityLifecycleCallbacks(new ActivityLifecycleCallbacks() {
    
                @Override
                public void onActivityCreated(Activity activity, Bundle savedInstanceState) {
    
                    // new activity created; force its orientation to portrait
                    activity.setRequestedOrientation(
                            ActivityInfo.SCREEN_ORIENTATION_PORTRAIT);
    
                }
    
                @Override
                public void onActivityStarted(Activity activity) {
    
                }
    
                @Override
                public void onActivityResumed(Activity activity) {
    
                }
    
                @Override
                public void onActivityPaused(Activity activity) {
    
                }
    
                @Override
                public void onActivityStopped(Activity activity) {
    
                }
    
                @Override
                public void onActivitySaveInstanceState(Activity activity, Bundle outState) {
    
                }
    
                @Override
                public void onActivityDestroyed(Activity activity) {
    
                }
            });
    
        } //End of onCreate
    }


You need to add a property within application tag of your manifest.xml file:
android:name=""com.demo.application.AppGlobal""

Try and let me know your experience.","<java><android><refactoring><ondestroy>"
"47768060","47768176","Best way to DRY up window resize function","This doesn't look DRY how could I refactor this more efficiently?

            var headerHeight = $('header').outerHeight();
            var sliderHeight = $('.slick-slider').outerHeight();
            $('.slider-container').css('height', sliderHeight - headerHeight);

            $(window).resize(function(){
                clearTimeout(window.resizedComplete);
                window.resizedComplete = setTimeout(function(){
                    var headerHeight = $('header').outerHeight();
                    var sliderHeight = $('.slick-slider').outerHeight();
                    $('.slider-container').css('height', sliderHeight - headerHeight);
            }, 250);
            });","The usual way: Make and use a reusable function:

    function doHeightStuff() {
        var headerHeight = $('header').outerHeight();
        var sliderHeight = $('.slick-slider').outerHeight();
        $('.slider-container').css('height', sliderHeight - headerHeight);
    }
    doHeightStuff();
    $(window).resize(function() {
      clearTimeout(window.resizedComplete);
      window.resizedComplete = setTimeout(doHeightStuff, 250);
    });

","<jquery><function><dry>"
"47769202","47769301","How can I refactor similar requests in React","I have two similar functions in component:

    getSavedSearches() {
      $.ajax({
        url: '/api/v2/saved_searches',
        type: 'get',
        dataType: 'json',
        data: {
          manually: true,
          per: 4
        },
        success: (files) => {
          const savedSearches = files;
          this.setState({
            savedSearches
          })
        },
        error: (xhr, status, error) => {
          console.log('Saved searches error: ', error);
        }
      })
    }
    
    getRecentSearched() {
      $.ajax({
        url: '/api/v2/saved_searches',
        type: 'get',
        data: {
          manually: false,
          per: 4
        },
        success: (files) => {
          const recentSearched = files
          this.setState({
            recentSearched
          })
        },
        error: (xhr, status, error) => {
          console.log('Saved searches error: ', error);
        }
      })
    }

How can I refactor these functions to avoid repeating?

Any help will be appreciated!","Write a common method for api calling and in that function pass the url, callback method. Use that callback method to return the data.

Like this:

    getSavedSearches() {
      apiCall('/api/v2/saved_searches', (files) => {
        const savedSearches = files;
        this.setState({
          savedSearches
        })
      })
    }
    
    getRecentSearched() {
      apiCall('/api/v2/saved_searches', (files) => {
        const recentSearched = files
        this.setState({
          recentSearched
        })
      })
    }
    
Common method for api calling:

    apiCall(url, callback){
      $.ajax({
        url: url,
        type: 'get',
        data: {
          manually: false,
          per: 4
        },
        success: (files) => {
          callback(files)
        },
        error: (xhr, status, error) => {
          console.log('Saved searches error: ', error);
        }
      })
    }","<ajax><reactjs>"
"47774225","47777200","Symfony Lock Component does not lock – how to fix?","i upgraded recently to Symfony 3.4.x, refactor LockHandler because of deprecation warning and fall into strange behaviour.

Code in command before refactoring:

<!-- language: php -->


    class FooCommand
    {
        protected function configure() { /* ... does not matter ... */ }
        protected function lock() : bool
        {
            $resource = $this->getName();
            $lock     = new \Symfony\Component\Filesystem\LockHandler($resource);

            return $lock->lock();
        }
        protected function execute()
        {
            if (!$this->lock()) return 0;

            // Execute some task
        }
    }


And it prevents to run two command at the same time – second just finishes without doing job. That is good.

But after suggested refactoring it allows to run many commands simultaneously. This is FAIL. How to prevent execution? New code:

<!-- language: php -->

    class FooCommand
    {
        protected function configure() { /* ... does not matter ... */ }
        protected function lock() : bool
        {
            $resource = $this->getName();
            $store    = new \Symfony\Component\Lock\FlockStore(sys_get_temp_dir());
            $factory  = new \Symfony\Component\Lock\Factory($store);
            $lock     = $factory->createLock($resource);

            return $lock->acquire();
        }
        protected function execute()
        {
            if (!$this->lock()) return 0;

            // Execute some task
        }
    }


NB #1: I don't care about many servers or so, just one instance of application.
NB #2: If process was killed then new command must unlock and run.
","You must use the LockableTrait trait


        use Symfony\Component\Console\Command\LockableTrait;
        use Symfony\Component\Console\Command\Command
    
        class FooCommand  extends Command
        {
            use LockableTrait;
    .....
    protected function execute(InputInterface $input, OutputInterface $output)
        {
            if (!$this->lock()) {
                $output->writeln('The command is already running in another process.');
    
                return 0;
            }
    // If you prefer to wait until the lock is released, use this:
            // $this->lock(null, true);
    
            // ...
    
            // if not released explicitly, Symfony releases the lock
            // automatically when the execution of the command ends
            $this->release();
        
    }","<php><symfony><locking><symfony3.4>"
"47775310","47775483","Inheriting from a template class in c++ with enum as template parameter","I have some equal classes that contain enum with named constants (like Parts below) and text description for constants (like Parts but strings). Each source class looks like union (not c++ union :-) ) of two classes below. Want to remove code redundancy and got something like this for now:
    
    template<class T> class SomeBaseClass
    {
    public:
        std::string toString()
        {
            uint32_t pairsNum = pairs.size();
            for (uint32_t i = 0; i < pairsNum; i++)
                if (pairs[i].first == name) {
                    return pairs[i].second;
                }
            // exception will be here
            return std::string("""");
        }
        void fromString(std::string name)
        {
            uint32_t pairsNum = pairs.size();
            for (uint32_t i = 0; i < pairsNum; i++)
                if (pairs[i].second == name) {
                    this->name = pairs[i].first;
                    return;
                }
            throw std::invalid_argument(name);
        }
        T get()
        {
            return name;
        }
        void set(T name)
        {
            this->name = name;
        }
    private:
        T name;
        std::vector<std::pair<T, std::string> > pairs;
    };
    
    class Child: public SomeBaseClass<Child::Parts>
    {
    public:
        enum Parts { head, rightLeg, leftLeg, rightHand, leftHand, body };
        Child()
        { 
            /* filling SomeBaseClass::pairs by values will be here */
        }
    };

But Child::Parts is nested type and not a user type for c++98 (can`t use more than c++98 standard for this program) so compiler gives error (as expected). I don`t want move out Parts from Child because it part of Child ideologically. Is there a beauty way to solve this situation?","> I don't want move out Parts from Child because it part of Child ideologically

This doesn't mean it has to be stored right inside the `Child` class itself.
What you want to accomplish is impossible like that, C++98 or not. The common approach is to use *traits*:

    template <typename>
    struct Child_traits;
    
    class Child;
    
    template <>
    struct Child_traits<Child> {
       enum Parts { head, rightLeg, leftLeg, rightHand, leftHand, body };
    };
    
    template <typename T>
    class SomeBaseClass {
       typedef typename Child_traits<T>::Parts Parts;
    
       // use Parts type
    };
    
    class Child : public SomeBaseClass<Child> { 
        typedef Child_traits<Child>::Parts Parts; // get the parts type to the child
    };

The bond between `Child` and `Parts` is established by template specialization (also available in C++98): the `Child` type acts as a key to the right specialization containing the correct `Parts` type.","<c++><inheritance><refactoring><c++98>"
"47775567","47779331","Avoid concurrent access to same queue element","I'm reviewing/refactoring a queue that's going to be used internally by up to 20 people simultaneously but as of now, multiple people can access the first element ( We tried it locally clicking on the link at the same time. )

The flux is similar to this:

**views.py**

    [GET]
    def list_operator(request, id):
      if request.POST:
        utilitary = Utilitary(id)
        pool = ThreadPool(processes=1)
        async_result = pool.apply_async(utilitary.recover_people, (id, ))
        return_val = async_result.get()
        person = People.objects.get(pk=return_val)
        return redirect('people:people_update', person.pk)

**utilitary.py**

This file has the method `recover_people` which performs around 4-5 queries (where people have `flag_allocated=False`) across multiple tables and sorts a list, to return the first element.
The final step is this one:

    for person in people:
      p_address = People_Address.objects.get(person_id=person.id)
      p_schedule = Schedules.objects.get(schedules_state=p_address.p_state)
      
      if datetime.now() > parse_time(p_schedule.schedules_hour):
        person = People.objects.get(pk=person.id)
        person.flag_allocated = True
        person.date_of_allocation = datetime.now()
        person.save()
        return person.pk

Perhaps something in the Utilitary method's logic is wrong? Or I should be expecting this problem with this amount of people simultaneously calling this method?

Could using a cache help? I'm sorry, I'm new to django and mvc.","In this case, it seems like a lot to select the ""person"" in the database again just to lock it in memory and then write it to the database. This action is not atomic.

You can have the record locked by other process between these actions:

>     person = People.objects.get(pk=person.id)
>     person.flag_allocated = True
>     person.date_of_allocation = datetime.now()
>     person.save()

That is where your problem is. But... If you directly update the record on the database passing a condition on which the update will only write on a record where the flag_alocated is False, you just have to see if your update affected any row or not. If not, you go to the next person on the queue.

Something like:

    for person in people:
    	rows = People.objects.filter(pk=person.id, flag_allocated=False).update(flag_allocated=True)
    	if rows:
    		break # Got the person... And nobody else will.

The update will have the record locked to write it to the allocation_flag (SQL principle). If two updates try to mess with the same row, one will do it first and then the second won't update anything and will try the next person.","<python><django>"
"47775814","48025516","Can I make my Entity Framework DbSet call my table valued function when selecting?","I have many existing queries that use `DbSet<dbo_Deal>` and now have the requirement to filter out confidential deals for unauthorized users. I would like to know if there's a way to override the `DbSet<dbo_Deal>` so that it selects using a Table Valued parameter instead of its default behavior.

I created the following TVF that filters out confidential deals if the user does not have access:

    CREATE FUNCTION [dbo].[GetDeals](@UserKey int)
    RETURNS TABLE
    RETURN (
    	SELECT d.*
        FROM dbo.Deal d
    	WHERE d.Confidentiality = 0
    	OR EXISTS(SELECT *
    				FROM dbo.UserRole ur
    				WHERE ur.UserKey = @UserKey
    				AND ur.Role = 'Admin')
    );

I have also added the following to my DbContext to call the SQL Function:

    [DbFunction(""MyDbContext"", ""GetDeals"")]
    [CodeFirstStoreFunctions.DbFunctionDetails(DatabaseSchema = ""dbo"")]
    public IQueryable<dbo_Deal> GetDeals()
    {
        var userKeyParam = new System.Data.Entity.Core.Objects.ObjectParameter(""UserKey"", typeof(int)) { Value = _userKey };
        return ((System.Data.Entity.Infrastructure.IObjectContextAdapter)this).ObjectContext.CreateQuery<dbo_Deal>(""[MyDbContext].[GetDeals](@UserKey)"", userKeyParam);
    }

I know I can refactor all my queries to just call this function, but it would be great if I could somehow instruct Entity Framework to use this function whenever it selects or joins to Deals. Is that possible?","I wasn't able to get a solution working the way I wanted using a SQL Function, so instead I used this [FilteredDbSet][1] which wraps DbSet. All I had to do to implement it was to make the return type on my property in the DbContext a `FilteredDbSet` and then instantiate it in the constructor with my desired filter. I also made the private constructor in the class below public so I could mock it for unit testing. 

This ended up being a very good solution for me because I avoided having to refactor all the existing Linq queries and any future queries will automatically get this behavior.

    public class FilteredDbSet<TEntity> : IDbSet<TEntity>, IOrderedQueryable<TEntity>, IListSource where TEntity : class
    {
      private readonly DbSet<TEntity> _set;
      private readonly Action<TEntity> _initializeEntity;
      private readonly Expression<Func<TEntity, bool>> _filter;
     
      public FilteredDbSet(DbContext context, Expression<Func<TEntity, bool>> filter, Action<TEntity> initializeEntity)
        : this(context.Set<TEntity>(), filter, initializeEntity)
      {
      }
     
      public IQueryable<TEntity> Include(string path)
      {
        return _set.Include(path).Where(_filter).AsQueryable();
      }
     
      private FilteredDbSet(DbSet<TEntity> set, Expression<Func<TEntity, bool>> filter, Action<TEntity> initializeEntity)
      {
        _set = set;
        _filter = filter;
        _initializeEntity = initializeEntity;
      }
     
      public IQueryable<TEntity> Unfiltered()
      {
        return _set;
      }
     
      public TEntity Add(TEntity entity)
      {
        DoInitializeEntity(entity);
        return _set.Add(entity);
      }
      public void AddOrUpdate(TEntity entity)
      {
        DoInitializeEntity(entity);
        _set.AddOrUpdate(entity);
      }
      public TEntity Attach(TEntity entity)
      {
        DoInitializeEntity(entity);
        return _set.Attach(entity);
      }
     
      public TDerivedEntity Create<TDerivedEntity>() where TDerivedEntity : class, TEntity
      {
        var entity = _set.Create<TDerivedEntity>();
        DoInitializeEntity(entity);
        return entity;
      }
     
      public TEntity Create()
      {
        var entity = _set.Create();
        DoInitializeEntity(entity);
        return entity;
      }
     
      public TEntity Find(params object[] keyValues)
      {
        var entity = _set.Find(keyValues);
        if (entity == null)
          return null;
     
         
        return entity;
      }
     
      public TEntity Remove(TEntity entity)
      {
        if (!_set.Local.Contains(entity))
        {
          _set.Attach(entity);
        }
        return _set.Remove(entity);
      }
     
     
      public ObservableCollection<TEntity> Local
      {
        get { return _set.Local; }
      }
     
      IEnumerator<TEntity> IEnumerable<TEntity>.GetEnumerator()
      {
        return _set.Where(_filter).GetEnumerator();
      }
     
      IEnumerator IEnumerable.GetEnumerator()
      {
        return _set.Where(_filter).GetEnumerator();
      }
     
      Type IQueryable.ElementType
      {
        get { return typeof(TEntity); }
      }
     
      Expression IQueryable.Expression
      {
        get
        {
          return _set.Where(_filter).Expression;
        }
      }
     
      IQueryProvider IQueryable.Provider
      {
        get
        {
          return _set.AsQueryable().Provider;
        }
      }
     
      bool IListSource.ContainsListCollection
      {
        get { return false; }
      }
     
      IList IListSource.GetList()
      {
        throw new InvalidOperationException();
      }
     
      void DoInitializeEntity(TEntity entity)
      {
        if (_initializeEntity != null)
          _initializeEntity(entity);
      }
     
      public DbSqlQuery<TEntity> SqlQuery(string sql, params object[] parameters)
      {
        return _set.SqlQuery(sql, parameters);
      }
    }


  [1]: http://patrickdesjardins.com/blog/using-a-filtereddbset-with-entity-framework-to-have-dynamic-filtering","<entity-framework><entity-framework-6><ef-code-first>"
"47788551","47788935","Refactor a condition","There is a condition for a,b,c,d,e,f,g of type unsigned int given as follows:

    if ((a > 0) and (b < a) and (c >= d))
    {
        return ((e < std::min(std::max(0, a - g), b)) and 
                (f < std::min(d, std::max(0, c - g))));
    }

I am looking for the way of refactoring the expression to make it more readable or better optimized.","Optimization was the wrong term, but the code can be rewritten to find a better (more reduced, or succinct to the business) logic.

    X < min(Y, Z)    <=>    X < Y and X < Z
    X < max(Y, Z)    <=>    X < Y or X < Z            (less usefull)

Then possible rewrites are

    return ((e < std::min(std::max(0, a - g), b)) and 
            (f < std::min(d, std::max(0, c - g))));

    return ((e < std::max(0, a - g) and e < b)) and 
            (f < d and  f < std::max(0, c - g))));

    return (e < 0 or e < a - g)
           and e < b
           and f < d
           and (f < 0 or f < c - g);

Depending on other constraints this might be reducable.

I would rather make a function `between` for the hard to read min+max.

    return e < minmax(b, a - g, 0) and 
           f < minmax(d, c - g, 0);

I did not call this between, as maxmin is feasible too.","<c++><refactoring><c++14>"
"47789311","48188877","Rails & ActiveRecord - refactoring multiple identical where clauses","I'm on Rails 5.

I've got to deal with a pretty complex querry with multiple identical where clauses : 

    ::AllocatedBudget.joins(:account_code, :budget, account_code: [:place],
                              budget: [:fiscal_year, :budget_state])
                        .where(immeuble:            { id: place.id })
                        .where(situation_budget:    { codesituation: ['A', 'V']})
                        .where(plan_comptable:      { supprime: 'false' })
                        .where(budget:              { supprime: 'false'})
                        .where(situation_budget:    { supprime: 'false' })
                        .where(budget_previsionnel: { supprime: 'false' })
                        .where(exercice_comptable:  { supprime: 'false' })

First, you must know that my models are connected to an old database with ugly names. I've noticed that ActiveRecord need the custom names instead the models's names to perform the queries. I don't know why but it works only that way... If somebody could explain that it would be nice ;)

My real question is : can I write it in a better way ? There is so many time the same where clause ""supprime =  'false' "".

Thanks a lot ! :)","Finaly I tried the design pattern ""Query Object"".

It works well but there still is a perf problem : the first query in the ""call"" method takes too long, I've got more than 3 000 000 results ^^

Would it exist a way to improve the way I build my querie ?

    module QueryObject
      class AllocatedBudgetQuery
    
        def self.call(filters = {}, relation = ::AllocatedBudget.all)
          new(filters, relation).tap(&:call)
        end
    
        # filter can have the key/value as follow (key are symbols) :
        # place_id/string
        # current_fiscal_year/boolean
        # budget_state/['A', 'V', '*']
        def initialize(filters = {}, relation = ::AllocatedBudget.all)
          @relation     = relation
          @filters      = filters
        end
    
        def call
          # main extract -> TAKE 8 seconds !!!!
          @relation = @relation.joins(:account_code,
                                      account_code: [:place],
                                      budget: %i[fiscal_year budget_state])
                               .where(budget_previsionnel: { supprime: 'false' })
                               .where(budget: { supprime: 'false' })
    
          # place filter
          @relation = @relation.where(immeuble: { id: @filters[:place_id] }) if @filters.key?('place_id')
    
          # current fiscal year filter
          @relation = @relation.where(""#{Date.today.to_s} between exercice_comptable.datedebutexercice and exercice_comptable.datefinexercice"") if @filters.key?(:current_fiscal_year)
    
          # situation budget filter
          @relation = @relation.where(situation_budget: { codesituation: @filters[:budget_state] }) if @filters.key?(:budget_state)
    
          @relation
        end
      end
    end

","<mysql><ruby-on-rails><activerecord>"
"47790200","47790421","Can I refactor these functions into one generic function?","I have a dozen classes that inherit from the same baseclass. For each class, I want to change the state when a property updates, so I have a function called UpdateProperty(oldValue, newValue). I'm looking for a way to make these generic, so when I add a new class, I don't have to add a new function. 
This is what I have:

        public TicketType UpdateProperty(TicketType oldValue, TicketType newValue)
        {
            if (oldValue != newValue && ObjectState != ObjectState.New && ObjectState != ObjectState.Deleted)
            {
                ObjectState = ObjectState.Changed;
            }
            return newValue;
        }

        public Layout UpdateProperty(Layout oldValue, Layout newValue)
        {
            if (oldValue != newValue && ObjectState != ObjectState.New && ObjectState != ObjectState.Deleted)
            {
                ObjectState = ObjectState.Changed;
            }
            return newValue;
        }

        public Division UpdateProperty(Division oldValue, Division newValue)
        {
            if (oldValue != newValue && ObjectState != ObjectState.New && ObjectState != ObjectState.Deleted)
            {
                ObjectState = ObjectState.Changed;
            }
            return newValue;
        }

        public MasterDataList UpdateProperty(MasterDataList oldValue, MasterDataList newValue)
        {
            if (oldValue != newValue && ObjectState != ObjectState.New && ObjectState != ObjectState.Deleted)
            {
                ObjectState = ObjectState.Changed;
            }
            return newValue;
        }

        public MasterDataListItem UpdateProperty(MasterDataListItem oldValue, MasterDataListItem newValue)
        {
            if (oldValue != newValue && ObjectState != ObjectState.New && ObjectState != ObjectState.Deleted)
            {
                ObjectState = ObjectState.Changed;
            }
            return newValue;
        }
        

        public Ticket UpdateProperty(Ticket oldValue, Ticket newValue)
        {
            if (oldValue != newValue && ObjectState != ObjectState.New && ObjectState != ObjectState.Deleted)
            {
                ObjectState = ObjectState.Changed;
            }
            return newValue;
        }

As you can see, they all do the same. Could someone point me in the right direction?","I would not only set the ObjectState, but also the property value inside the method.

Place the method inside the base class.

    public abstract class BaseClass
    {
        public ObjectState ObjectState { get; private set; }
    
        protected bool Set<T>( ref T field, T value )
        {
            if Equals( field, value ) return false;
            field = value;
            if ( ObjectState == ObjectState.Unchanged )
              ObjectState = ObjectState.Changed;
            return true;
        }
    }

and in your inherited class

    public class Foo : BaseClass
    {
        private TicketType _ticketType;
        public TicketType TicketType 
        {
            get => _ticketType; 
            set => Set( ref _ticketType, value );
        }
    }

","<c#><generics>"
"47790876","47791982","Hoverable / clickable tooltip using tooltip-is-open not working in directive","Using ng-mouseover/ng-mouseleave together with tooltip-is-open to set the state of tooltip, i'm able to create a tooltip that is still open when hovered

However when I try to refactor it into a directive with 

            element.on('mouseover', hoverIn);
            element.on('mouseleave', hoverOut);

the event fire but tooltip is still closed when mouse hover on tooltip region

Here's the plunker for both

https://plnkr.co/edit/6U2Dge8srf8C8SRNkPVK?p=preview","I have found the solution to your issue.it's issue of scope update so you can forcefully update your scope using `$apply`
You can change your hoverIn and hoverOut function 
 

    hoverIn = function () {
        scope.tooltipState = true; // remove isOpen from here
        scope.$apply(); // force to apply scope
        console.log(""Event Fired"");
    };
    
    hoverOut = function () {
        scope.tooltipState = false; // remove isOpen from here
        scope.$apply(); // force to apply scope
        console.log(""Event Fired"");
    };

Here is update plnkr [update plnkr][1]


  [1]: https://plnkr.co/edit/qCRA39H3ynq99Gmkiy66?p=preview","<jquery><angularjs>"
"47796367","47796682","Android Studio refactor revert all lambdas and other Java 8 features","i have an Android Library project with 

     compileOptions {
            sourceCompatibility JavaVersion.VERSION_1_8
            targetCompatibility JavaVersion.VERSION_1_8
        }

It uses a lot of lambadas, try with resources and etc. How could I downgrade sourceCompatibility & targetCompatibility to Java 1.6 instead? Is there such functionality built in Android Studio IDE?","You can replace the lambda by placing the cursor inside the `->` and pressing <kbd>Alt</kbd> + <kbd>Enter</kbd> then select ""Replace lambda with...""

[![enter image description here][1]][1]


  [1]: https://i.stack.imgur.com/tjmjO.png","<java><android><android-studio><java-8>"
"47799739","47799840","How to share logic among functions?","I came across with an issue when developing a code with some similar blocks inside my code. My question is: **What is the best approach to share logic among functions?**

Example:

The functions below contains the same if/else logic. How can we refactor this code in order to have a more concise and maintainable code?

    // pseudo code...
    
    const hirer = 'woman';
    
    const getPositions = () => {
     if (hirer === 'woman') {
       getPositionsFromWomen();
       // do other stufs here...
     } else if (hirer === 'man') {
       getPositionFromMen();
       // do other stufs here...
     }
     // maybe other stufs here...
    }
    
    
    const hire = (hirer) => {
      if (hirer === 'woman') {
        increaseWomenHiringRate(hirer);
        // do other stufs here...
      } else if (hirer === 'man') {
        increaseMenHiringRate(hirer);
        // do other stufs here...
      }
     setPositionClosed();
    }","One fairly standard way is to *parameterize* the logic. In this case, perhaps by putting the logic in a function that accepts functions it will call for each logical branch:

    const hirer = 'woman';

    const hirerDispatch = (hirer, ifWoman, ifMan) => hirer === 'woman' ? ifWoman() : ifMan();

    const getPositions = () => {
      hirerDispatch(hirer, getPositionsFromWomen, getPositionFromMen);
      // maybe other stuff here...
    };

    const hire = (hirer) => {
      hirerDispatch(hirer, () => increaseWomenHiringRate(hirer), () => increaseMenHiringRate(hirer));
      setPositionClosed();
    };

More complex parameterization might involve passing in an object with function properties for the branches, including arguments to pass along (so we don't need wrappers like we do in `hire`), etc., etc.","<javascript><design-patterns><coding-style>"
"47802887","47802915","javascript separating document.getElementById for reusability","I am trying to assign value to isSelected based on condition below. It worked fine beofre refactoring. It is failing once i refactored. What may be my mistake

**Working Code**

        var isSelected= false;
        var temp = isSelected?(document.getElementById(""Link"").disabled = false): 
    (document.getElementById(""Link"").disabled = true);

**Refactored code (Not working)**

    var isSelected= false;
    var myLink = document.getElementById(""Link"").disabled;
    var temp = isSelected?(myLink = false): (myLink = true);

","The `disabled` property is a primitive, when you assign it to a variable, you assign the actual value, and not the reference to the property.

Instead cache the reference to the element that was returned from `document.getElementById()`:

    var isSelected= false;
    var myLink = document.getElementById(""Link"");
    var temp = isSelected?(myLink.disabled = false): (myLink.disabled = true);","<javascript>"
